Class Label,Data 1,Data 2
class 2,-4.483638642,7.383528446
class 1,2.878603769,1.377462219
class 2,1.992769315,8.735352656
class 2,6.728770412,4.352170244
class 2,-9.240159604,7.220871971
class 2,0.492431231,-8.649901461
class 1,5.908107013,-5.310559388
class 2,9.119002458,1.14637269
class 1,3.002894919,2.69070774
class 1,-2.641002264,-1.963569656
class 1,-3.34795861,-1.505383502
class 1,0.384077199,0.747262778
class 1,-1.385326155,5.970572425
class 2,-4.840202646,-9.849699955
class 2,5.861770195,-9.06836258
class 1,6.374803847,4.268717558
class 1,4.478842893,-5.46150401
class 2,9.153065552,0.464556724
class 2,8.439585871,1.471868088
class 2,9.004524489,-8.441814721
class 1,5.581066686,-2.328808627
class 1,1.336260555,-3.183060258
class 2,8.01636221,-7.279979984
class 1,1.477487658,3.411029786
class 2,-8.804832372,-6.204510385
class 2,9.406659122,9.490163604
class 1,-1.610834886,-4.949534091
class 1,7.026317664,-3.902733203
class 2,9.731619335,-7.019269053
class 2,9.565469889,-0.109588293
class 1,3.619355423,-3.981154927
class 1,-5.628782378,-0.396777752
class 1,0.660655991,-3.480717407
class 2,-6.280450674,8.930288784
class 2,9.561046446,-4.560049219
class 1,0.399298351,-6.2697974
class 1,-4.301253654,2.049538784
class 1,2.83785754,5.015259941
class 1,6.804508036,1.652817805
class 1,1.88208154,-2.591866124
class 1,-4.066962444,-5.542205181
class 2,6.859961918,5.864062025
class 1,-3.598028115,-5.285268496
class 1,-3.318260853,-6.075510125
class 1,6.821667264,-4.590190879
class 1,5.78388046,1.978596703
class 1,-0.286293457,5.862771305
class 1,-0.492526159,3.31627836
class 2,-9.672084942,2.035843623
class 2,8.246210686,8.336917307
class 1,-2.080668574,5.479905929
class 1,-3.089144494,-7.447985491
class 1,0.994646993,-0.114567162
class 1,1.32880619,7.239310604
class 1,-1.562880921,-6.916092874
class 1,-4.994399777,0.13192052
class 1,-7.545311143,1.689885706
class 1,3.558554005,-6.25311673
class 2,-8.836330895,-0.525352685
class 2,-9.119790273,4.535469795
class 1,0.039859201,-7.825379809
class 1,1.674013101,0.52421677
class 2,-8.889224352,-4.447699761
class 2,9.191946559,-5.319308108
class 1,-2.205027239,-1.338210346
class 1,-0.849034799,2.648403751
class 1,-3.241706942,-0.270296954
class 1,-1.509586579,-5.72224725
class 2,-2.976571589,-8.642068354
class 2,-6.714252127,-8.965239557
class 2,-7.179084318,-8.238521403
class 2,9.526845594,-6.849166341
class 2,-8.203454027,5.110514125
class 1,-0.69411084,0.959722612
class 2,-5.458270948,-9.659294722
class 2,8.376380785,4.062290836
class 2,-0.259758207,9.220155127
class 2,-7.15399497,-8.763202802
class 2,-8.503899096,7.057536431
class 2,8.015760048,-8.081074423
class 1,3.200647029,5.947597951
class 2,7.656700981,-5.084066236
class 1,-5.385485351,-1.333477894
class 2,9.586319386,-0.421636055
class 2,-3.32093356,-9.31256819
class 1,3.809395919,2.370800755
class 2,-9.626464301,-9.258347559
class 1,2.513016282,-2.88588445
class 2,-0.107526055,8.060640762
class 1,1.567637503,5.817314012
class 2,-8.510246392,3.252464778
class 2,-7.206435024,-5.790246452
class 1,-6.052483751,-1.38359733
class 1,-3.130461336,-0.551565467
class 2,-5.482058487,-7.545902762
class 2,5.783147097,-6.745038939
class 1,2.546650883,-2.809218112
class 2,-8.912116408,-5.840357528
class 1,-1.142458624,5.437155517
class 1,1.933024759,-7.538148893
class 2,-5.573733076,-6.846745392
class 2,5.598250718,-6.537960507
class 2,-7.666730829,-5.274359725
class 2,-7.39403235,-7.361215755
class 1,-0.356733303,-0.827063087
class 2,2.852599326,-8.127666909
class 2,8.495688873,-8.51742844
class 1,3.058100385,-1.631476344
class 2,7.161492241,3.101670993
class 1,-2.527667475,-0.940115069
class 1,1.697186958,-3.400139243
class 1,-0.239068794,-6.409231172
class 1,-2.330235134,-7.032904804
class 1,1.113856715,0.453665808
class 2,-9.895963807,-6.45680739
class 2,-9.614172157,-8.52596092
class 1,7.136150974,3.62041781
class 2,-9.609731883,7.821680274
class 1,3.946469014,-6.528562689
class 2,2.603139289,-9.745982605
class 1,-3.21597645,-4.688575001
class 1,4.32205723,2.055460861
class 1,-1.98546862,-6.010011598
class 2,-5.020343137,-9.305630455
class 1,-2.473545462,1.660275745
class 2,7.735695916,4.285634525
class 2,6.856799293,-9.671399769
class 2,-8.213807231,7.338209142
class 1,3.596458038,-1.533711815
class 2,9.684919431,0.765257495
class 1,-1.594470162,6.763895017
class 2,-4.77058783,-9.427031308
class 1,-4.585730321,2.257225933
class 1,-4.600157273,3.301174289
class 1,3.225839119,5.689500669
class 1,-2.341252978,1.60438091
class 2,9.757411431,-2.345209262
class 2,-5.530087293,-6.661088449
class 1,0.000838047,4.444168943
class 1,1.916683267,5.506512666
class 1,2.088620441,-3.744526129
class 2,7.014501033,-6.940878479
class 2,4.912887438,-7.338956986
class 1,3.440664479,-4.397235753
class 1,7.477388034,-3.049552637
class 1,-6.298252123,-3.991622313
class 2,-6.914831367,6.964264841
class 2,8.982585157,-9.355703445
class 2,7.980256602,-6.987591021
class 1,5.976936165,0.620262443
class 2,-1.61519487,-9.983938528
class 1,2.485924587,-2.576969566
class 1,-0.365086773,3.38229535
class 1,1.379418319,3.48030568
class 1,-5.124250178,-5.286452494
class 2,5.149160639,8.348350028
class 1,4.479343108,-6.811495759
class 1,-4.544763723,5.840208392
class 2,7.095053231,9.344100037
class 2,1.431134372,-9.663672435
class 2,3.181491405,9.925966797
class 2,5.097072541,8.967013439
class 1,-7.125989543,3.945218319
class 2,9.862843937,-2.033811267
class 2,6.358463341,-8.134321818
class 2,8.554662125,-8.063053773
class 1,-2.495446234,-6.560934341
class 2,7.78467026,-7.874193707
class 2,-3.165709199,7.500604852
class 2,-9.242388303,-7.843448403
class 1,6.355880389,-5.458424061
class 2,9.030067234,-2.461557043
class 1,-1.52073514,4.720395447
class 2,-1.87251565,-9.679685253
class 2,9.371604542,-0.815297216
class 2,-6.271101466,-6.920853167
class 1,2.528489051,1.254757237
class 1,-5.069510587,2.248470127
class 2,8.352988997,3.204928562
class 1,5.115423686,-3.222954907
class 2,-9.247599885,6.620451539
class 1,-0.884053802,4.090879294
class 1,-2.073789933,1.773275065
class 1,-4.121027217,3.356060855
class 1,-6.195314178,-4.312932513
class 1,5.846845266,-1.363312883
class 1,-2.119036222,-5.896190456
class 1,4.784059276,5.033003581
class 1,1.197237165,-2.90878289
class 1,-3.028769689,4.888957078
class 2,-6.569603651,-5.947456515
class 1,-2.514717669,-6.151868281
class 1,-0.417573275,7.354632667
class 1,4.623092814,4.67238258
class 2,3.811565834,-9.950210659
class 1,3.321578035,5.889953783
class 2,5.184850084,6.876340639
class 2,0.760710704,-8.082868819
class 2,6.707230848,5.743824745
class 1,-6.504758056,2.764789462
class 2,-7.911812641,-1.547560339
class 1,-2.160814376,1.346393472
class 1,4.665029578,-2.710321492
class 1,1.072986599,-6.665006249
class 2,-6.164325417,7.371447336
class 2,-4.397653998,-9.768424739
class 1,4.578256933,2.586710619
class 1,-4.889555883,-2.840118102
class 2,8.701681411,-2.618697877
class 2,-6.706511571,-4.889523454
class 2,-9.459925485,5.071322655
class 2,9.49473043,5.936407418
class 2,5.530341876,-8.576857466
class 2,-7.964076901,3.539666267
class 1,6.217831521,-2.030633265
class 1,5.990803181,0.640696768
class 1,4.440913424,4.410949591
class 2,-5.345040206,5.734046211
class 2,-7.728671089,5.913405838
class 1,-2.612540046,-5.779583186
class 2,8.02644938,-6.097651464
class 1,0.958520387,-0.314393976
class 2,7.899359922,8.204647256
class 2,-9.788295104,0.418755678
class 2,-0.456312726,8.082385309
class 1,4.513663562,4.177764433
class 2,7.838868299,-5.049563481
class 1,-6.724773159,1.89926847
class 1,7.063139312,-1.715699685
class 1,4.06252151,2.20564958
class 1,7.738492558,-2.471966615
class 1,-5.083105859,-2.932187264
class 2,-5.345886733,-8.465670466
class 2,-8.320146174,9.472044188
class 1,-1.645762044,-6.773182125
class 2,-8.486740749,5.700677858
class 2,6.884571057,-8.919385692
class 2,7.238556353,-5.39057754
class 1,-4.636059692,-5.557036765
class 1,-0.800844513,3.895547616
class 2,-7.010488853,6.567694341
class 2,-9.267227993,8.323073775
class 1,2.304970096,4.128761856
class 2,2.932892591,-9.785619671
class 2,-8.846082269,6.749759712
class 2,-7.979614398,4.069824471
class 1,-5.150037402,-1.186148394
class 2,-4.466918021,-7.202202597
class 1,1.866275248,-1.440385115
class 2,9.682104885,9.3674361
class 1,2.902262853,-1.847892421
class 2,-8.765866429,5.413855558
class 2,9.177856682,8.214189278
class 1,-6.862073539,-1.443183637
class 2,-7.826062217,4.115507695
class 2,-4.264916704,-9.820260471
class 2,9.584092192,1.09311058
class 1,6.433755807,0.408897747
class 1,3.287585967,4.174024859
class 2,0.426233478,-9.353130875
class 2,3.354016788,-8.259405348
class 1,1.565899312,-0.141634848
class 2,-8.167672698,7.158762247
class 1,-7.314861984,3.309307555
class 2,5.849292899,-9.78094465
class 1,-5.437279356,-2.470275496
class 1,-0.857336206,2.065039014
class 2,-8.393815568,-5.816500826
class 2,9.860533263,-6.013270404
class 2,6.054314291,9.995083138
class 2,8.325215411,8.81439763
class 2,-8.663779315,6.485203595
class 2,5.939593414,-8.603939493
class 1,2.545185047,-6.438662718
class 2,-2.865700701,7.721708558
class 1,-7.056693312,0.204340491
class 1,3.72745349,-2.158564319
class 2,-2.719497161,8.647898788
class 1,-2.022520926,-7.125694121
class 1,3.425068692,3.232080002
class 1,-7.233435302,-3.080329641
class 2,8.913436711,-5.690866565
class 2,-4.576811059,7.860634197
class 2,-1.601787193,-9.492339947
class 1,1.20886062,2.2283048
class 2,-5.404345288,9.117087047
class 2,-0.70611164,-9.157106438
class 2,-9.042011751,4.091988826
class 2,7.433996324,-9.707531707
class 1,-0.788914037,-2.929549058
class 2,-8.647619604,-4.404682592
class 2,-8.107105678,-9.063495875
class 1,6.638030634,1.894238833
class 1,1.15723973,-7.312136273
class 1,-5.251417491,-3.822037595
class 1,3.482154756,-5.156312538
class 2,8.24388847,3.656043111
class 2,-6.085490625,5.979573366
class 2,7.041505585,-6.984092119
class 2,-9.939913903,3.593231945
class 1,-0.343578235,7.485181627
class 1,-6.721531771,-0.070115921
class 1,3.699563309,-0.107646275
class 2,-2.622684329,8.546893576
class 1,-2.730915309,-3.181441854
class 2,-0.217663173,8.217999788
class 1,7.697115764,1.176071376
class 1,1.91832006,-6.820998967
class 2,-6.058664994,5.791465912
class 2,-9.17719812,3.240923312
class 1,7.124881867,-1.906332343
class 1,6.221534642,2.6265201
class 2,8.612627872,-5.726548538
class 2,-6.612790397,4.569066114
class 2,1.881932019,-8.981594788
class 1,-1.386759988,-4.886030573
class 2,-9.627667076,-1.403146774
class 2,-8.802607792,-6.616933417
class 1,4.047535785,-5.723395935
class 2,-5.043612232,9.124902963
class 1,-3.942793526,1.920551265
class 2,8.71076686,-5.312825254
class 1,-1.774749599,-2.828054687
class 1,-3.939728846,-6.456163599
class 2,-9.934498919,9.943688864
class 2,3.701870198,8.994250353
class 2,-8.202784102,8.715243293
class 1,1.28231826,3.988268495
class 1,-2.751089157,-0.16990022
class 1,4.060080956,-0.550711132
class 1,5.60306506,-2.426455767
class 2,-3.835046738,-7.205690777
class 1,5.89011426,2.754268971
class 1,-2.812584293,2.087372647
class 2,1.560258642,-8.472545113
class 2,2.033481916,8.87781055
class 2,-1.241874166,9.477554832
class 2,7.504657585,-7.060610027
class 2,-6.87332106,-9.66975491
class 1,0.049876912,0.330193742
class 2,9.922507881,2.347426839
class 1,6.052774975,-0.179383062
class 1,0.013290029,-7.48216388
class 1,-5.016938253,-4.308209479
class 2,6.900987378,-7.965376491
class 2,6.340948327,-4.439830805
class 2,9.708710243,-7.919280172
class 2,4.955425468,-9.66901033
class 1,-0.470270713,-2.926697182
class 1,3.560347162,-7.318895709
class 1,-2.340413341,-3.330618223
class 2,-8.035521015,-4.380844021
class 1,-0.900873143,1.055344139
class 2,9.13400155,8.586608331
class 1,3.784306083,-2.443761498
